"id","firm_name","pharmacist","address","state","city","taluka","geocode","time_stamp"
85,GHORPADE MEDICAL & GENERAL STORES - 9422227373,"ajay laxmanrao ghorpade, DPH, [53693-25/02/2010]","Dist. Ahmednagar-m.no.285,gala no.1,,jeur bayajabai,tal.ahmednagar,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,872,935.205671"
86,GURU PRASAD AGENCY - 9860527456,"pranali bansi lande, BPH, [115575-19/05/2016]","AHMEDNAGAR-SHOP NO.4, FROM WEST, GRUND FLOOR, SAHAKAR KRANTI BUILDING,,MARKET YARD, BAZAR TAL,STATION ROAD, TALUKA DIST. AHMEDNAGAR",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,872,935.539839"
87,Guruprasad Medical & Genral Stores - 9011110607,"varsha raghunath thombre, DPH, [128807-09/10/2013]","Dist. Ahmednagar-Behaind Adarsh School Ahilya Gruhnirman Colony,Aurangabad Rd.",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,872,935.868072"
88,JAGADAMB MEDICAL & GENERAL STORES - 9404402001,"sandip ashok bhusare, DPH, [171004-14/05/2015]","Ahmednagar-CTS. NO. 42/1A, Plot No.69, Shanti Apartment,Gala No.2,Sheelavihar Road,Vasant Tekdi,Savedi",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,872,936.498554"
89,JAGDAMBA GENERIC AUSHADHI SEVA - 9096036202,"prakash dnyandev kelgandre, BPH, [172796-05/07/2016]","AT POST NAGARDEOLE,-GALA NO.02 (FROM NORTH), GROUND FLOOR, PROP. NO. 1304/2,,ALAMGIR ROAD, VIJAY NAGAR, NEAR K MART,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,872,936.903226"
90,Jai Matadi Distributors - 9226855413,"shri dhiraj narendra manocha, HSC, [C-P-23/11/2011]","Ahmednagar-T.P.Scheme 4, Final Plot No 276/09, Basement No.3,,Renuka Complex, Basement Professor Colony, Savedi Ahmednagar",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,872,937.207242"
91,KAKADE PHARMA - 9960088969,"sambhaji nandkumar kakade, BPH, [182890-19/11/2015]","AHMEDNAGAR-SHOP NO. GE,GI, GR. FLOOR, MALMATTA NO. Z214085582,,C.S.NO.3875/A2, MADAN CHANDRA ARCADE, NANGARE LANE,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,872,937.505916"
92,Late Tanhaji Renuji Jamdhade Pratishtan Medical And General - 9028380318,"shailesh rameshlal pardeshi, DPH, [28610-01/10/2013]","Ahmednagar-H.No. 380/81, Patil Galli, Near Bhoire Talim,Bhingar",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,872,937.804452"
93,MAHADEV AGENCIES - 9999999999,"sau archana rahul gandhi, SSC, [C-P-25/01/2012]","AHMEDNAGAR-3982 C, FIRST FLOOR,,JUNA BAZAR,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,872,938.191057"
94,PRADEEP MEDICAL & GENERAL STORES - 8237282058,"pradeep babanrao lendkar, DPH, [63848-01/03/2007]","AHMEDNAGAR-S. NO.339, GAT NO. 281,PLOT NO. 3,WARD NO. 43,BALIKASHRAM ROAD",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,872,938.566719"
95,Pradip Medical Stores - 9422236123,"parag prakash patwa, HSC, [C-P-24/12/2014]","AHMEDNAGAR-CTS No. 3965, HS. NO.5248,M.No. 17/235 (Z217087815),GROUND+FIRST+SECOND FLOOR, JUNA BAJAR",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,872,938.937298"
96,PRADNYA MEDICAL AND GENERAL STORES - 9404400962,"alka laxmanrao palve, DPH, [32821-01/03/2000]","AHMEDNAGAR-C.S.NO.199/4,GALA NO 3, SANAP HOSPITAL COMPOUND,MANMAD ROAD, SAVEDI AHMEDNAGAR",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,872,939.251404"
97,RADHIKA MEDICAL AND GENERAL STORES - 9766529111,"rajiv shankar borhade, DPH, [126521-06/05/2014]","AHMEDNAGAR-MILKAT NO. 326,AT POST PIMPALGAON MALVI",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,872,939.623441"
98,ROHIT TRADERS - 9822107433,"ashutosh shriniwas halkunde, BPH, [58899-23/10/2001]","AHMEDNAGAR-18 A, ANKUR, MAHARASHTRA BANK COLONY , S. NO. 187 A,,PLOT NO. 16, SHINDEMALA , SAVEDI, AHMEDNAGAR",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,872,939.993592"
99,SADANAND MEDICAL AND GENERAL STORES - 9860675077,"sachin dattatray dhage, DPH, [71866-22/07/2004]","MIDC,AHMEDNAGAR-GALA NO.6 & 7, GR.FL.,NIRMAL NIWAS,SR.NO.143, PLOT NO.3,,PRABHAG NO.1, MALMATTA NO.Z173031099, GANESH CHOWK,BOLHEGAON",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,872,940.352828"
100,SADGURU AGENCY - 9762537425,"sandeep rajaram inamadar, BPH, [C-P-30/05/2013]","AHMEDNAGAR-MALMATTA NO.38 PLOT NO 55,PIPELINE ROAD BHISTABAG NAKA SAVEDI",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,872,940.66135"
101,SADGURU MEDICAL AND GENERAL STORES - 9049461651,"ghanashyam ramdas munfan, DPH, [149447-30/10/2015]","AHMEDNAGAR-SHOP NO. 01, Gr. FLOOR, PLOT NO. 03, GAT NO. 539/2+540/2,,KALE HOSPITAL, A/P - RUICHHATISHI, AHMEDNAGAR",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,872,941.044131"
102,SAHYADRI MEDICAL AND GENERAL STORES - 9226028150,"shaikh afreen anjum vajihuddil, DPH, [166469-29/06/2015]","AHMEDNAGAR-S.NO.60/1A2/60/1A/1A, PLOT NO.01, M. NO.826,ANAND NAGAR, SAHYADRI CHOWK, NAVNAGAPUR, MIDC",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,872,941.348424"
103,SAI SHRADHA MEDICAL & GENERAL STORES - 9881909399,"suraj gorakshanath khandagale, DPH, [72685-28/04/2014]","Ahmednagar-S.No.70/1+71, Plot No. 1+2, Ground Floor Gala No. 1,Yuvraj Arcade, Sarasnagar,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,872,941.706731"
104,SAI SHRADHA MEDICALS - 9822977854,"manisha dnyandeo dhanapune, DPH, [107681-21/11/2013]","AHMEDNAGAR-GROUND FLOOR, GUT NO. 9+9/2, MALMATTA NO. 2149051303,,C/O NAIK HOSPITAL, SAVEDI GAON, SAVEDI,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,872,942.063912"
105,SAIKRUPA GENERIC AUSHADHI SEVA - 9922572207,"vaishali sopan pagire, BPH, [178635-26/05/2016]","AHMEDNAGAR-SHOP NO. 01, (EAST SIDE), GR FL, PLNO. 54/55, C. S.942/9A,,PR NO.Z174030868, MEDICARE HOSPITAL, MIDC",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,872,942.447199"
106,SARVADNYA MEDICAL AND GENERAL STORES - 9850653091,"dolly tilakraj sohani, DPH, [56587-04/04/2013]","AHMEDNAGAR-SHOP NO.7 EAST SIDE, GR FL, PR. NO.Z17900034, S. NO. 18/2B/1,PL. NO. 10, SAINAGARI BUILDING, GAWADE MALA,SAVEDI,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,872,942.75"
107,SASWADE MEDICOS AND GENERAL STORE - 7709993132,"rahul thakaji saswade, BPH, [138825-21/12/2016]","AHMEDNAGAR-SHOP NO. 3, FROM WEST, GR. FL, PROPERTY NO. 552,,NEAR DATTA TEMPLE, AT POST NIMBLAK,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,872,943.126317"
108,SHARADA AGENCIES - 9423792313,"dinesh vilas shinde, DPH, [149055-14/10/2013]","AHMEDNAGAR-H.NO.5276,C.S.NO.3951,SHOP NO.1,,JUNA BAZAR, NEAR BOMBAY BEKARI",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,872,943.431253"
109,Shivprasad Medical & Genral Stores - 9890918300,"chandrakant kisanrao todmal, DPH, [26848-15/03/2007]","Dist. Ahmednagar-Milkat no. 203, AT POST Vilad,Near Water Tank",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,872,943.832345"
110,SHRADDHA MEDICAL AND GENERAL STORES - 9970267796,"premkumar prakash taware, DPH, [115537-27/06/2014]","AHMEDNAGAR-ZONE 1, LAYOUT NO.3/2, M.NO. Z172029356 (72/19), PLOT NO 91,,GROUND FLOOR ,ADARSH NAGAR, NAGAPUR",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,872,944.200667"
111,SHRADDHA MEDICOS - 8888080810,"ganesh narayan khatik, BPH, [130849-14/11/2015]","AHMEDNAGAR-SHOP NO. G-20, (SOUTH SIDE)T. P SCHEME NO. 04,TALMAJLA,,F. P. NO. 200 + 206 A, P. NO. 2 B & 3, KOHINOOR PLAZA,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,872,944.508316"
112,SHRADHA MEDICAL AND GENERAL STORES - 9225324232,"sandeep dinkar, DPH, [63765-13/12/2002]","AHMEDNAGAR-PLOT NO. 27,S. NO. 126 B,KINETIC CHOWK",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,872,944.899639"
113,SHRI CHAKRADHAR MEDICAL AND GENERAL STORES. - 9922575780,"nilesh haridas magar, DPH, [118663-19/06/2013]","Ahmednagar.-C.S.NO.1080, Basement Gala No.2,,Nagapur Bus Stop.",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,872,945.220848"
114,SHRI PADMAVATI MEDICAL AND GENERAL STORES - 8975598257,"jyoti baban mote, DPH, [143039-13/01/2016]","AHMEDNAGAR-SHOP NO. 05, (SOUTH SIDE), GR.FL, NEW SANDIP BUILDING,,S. NO. 2/2/3 A, MALMATTA NO. Z439122523, NAGAR - PUNE ROAD,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,872,945.552356"
115,Shri Sadguru Krupa Medicals And General Stores. - 9999999999, ,"Ahmednagar-C.S.No. 614, Milkat No. 1131,,Dr. Vikhe patil Hospital Raod, Vadgaon Gupta,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,872,945.870822"
116,SHRIPAD MEDICAL AND GENERAL STORES - 9822808580,"sameer gopal pargaonkar, DPH, [97847-05/02/2013]","AHMEDNAGAR-PLOT NO. 5, S.NO. 43/1A/2B+43/1A/3B,NEAR DR. POTNIS NETRALAYA & HOTEL SAGAR",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,872,946.181356"
117,SWAMIKRUPA GENERIC AUSHADHI SEVA - 9881372037,"aditi sharad narsale, BPH, [169453-12/08/2016]","Kushtadham Raod, Savedi,-G.No.01 (From East Side), G.F., Gat No. 10/3, Plot No.36,,Prop.No. Z155058232, Anurag Apartment, Near Pansambal Hosp.,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,872,946.503232"
118,UNMANI GENERIC AUSHADHI SEVA - 9021435127,"arti kashinath mandale, DPH, [182209-20/01/2017]","AHMEDNAGAR-GALA NO. 1(FROM WEST), GR.FL. PR. NO. Z21077922,C.S.NO. 2A, DELHIGATE, NEAR GHORPADE HOSPITAL,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,872,946.867001"
119,V.G.Trading Co. - 9999999999,"kanhiya natvardas shah, HSC, [C-P-18/09/2013]","Ahmednagar-H.No.5204,,Juna Bazar Road,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,872,947.171637"
120,Varad Medical And General Stores - 7588170411,"yogesh kisan kale, DPH, [100785-03/01/2012]","Ahmednagar-Milkat No. 587,,At post Sarola Kasar,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,872,947.478587"
121,VARAD MEDICAL AND GENERAL STORES - 9689578375,"nita appasaheb shewale, DPH, [178082-08/02/2017]","AHMEDNAGAR-SHOP NO.1, FR SOUTH, GR FL, PR. NO. Z172/A031834, PL. NO. A1,S. NO. 4/1A+2/3B, SUBHADRA HOSPITAL, MANMAD ROAD, NAGAPUR,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,872,947.803846"
122,VARAD MEDICALS & GENERAL STORES - 9999999999,"milind prakash biday, DPH, [50964-31/12/2001]","AHMEDNAGAR-C. S. NO. 5893 SHOP NO. 2,ANAND CHAMBERS, CHAUPATI KARANJA ROAD",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,872,948.119274"
123,VEEJI TRADING COMPANY - 9960052554,"kanhaiya natwardas shah, OTH, [C-P-11/05/2001]","AHMEDNAGAR-C. S. NO. 3896, HOUSE NO. 5204,,JUNA BAJAR ROAD, AHMEDNAGAR",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,872,948.491982"
124,YADNYA MEDICAL AND GENERAL STORES - 9730803346,"ajit sanjay magar, BPH, [146281-20/10/2015]","AHMEDNAGAR-SHOP NO. 01, HOUSE NO. 5774, C. S. NO. 5110,,MALMATTA NO. Z213084805, JUNA MANGALWAR BAJAR, AHMEDNAGAR",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,872,948.80035"
125,YASHADA MEDICAL & GENERAL STORES - 9423167716,"sandeepkumar vithtalrao belsare, [185592-16/02/2016]","Ahmednagar-Gala No.1,Plot No,100/6,,Tarade Hospital Compound,Savedi",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,872,949.143261"
126,SAMARTH AGAENCIES - 9225541111,"sonali datta gadalkar, BSC, [C-P-28/03/2014]","AHMEDNAGAR-GROUND FLOOR, SHOP NO. 1, C.S.NO 3886A/2,,NISAL CHAMBERS, NANGARE GALLI, MANIK CHOWK,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,872,949.945345"
127,MAGNAFLUX INDUSTRIES - 9890443853,"suresh maruti salunke, BSC, [C-P-04/12/2009]","Dist. Ahmednagar-P-78, MIDC, Behind Bank of Baroda,,Ahmednagar",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,872,950.552306"
128,AHMEDNAGAR DRUG HOUSE - 9730806020,"kureshi wasim dastagir, DPH, [123485-24/09/2016]","AHMEDNAGAR-SHOP NO. S-5, (NORTH SIDE), PR NO. Z214085711,,C. S. NO. 3845/2, 3, 4, MANKESHWAR LANE, MANIK CHOWK,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,872,951.469953"
129,AJINKYA MEDICAL AGENCIES - 9822548180,"nikhil ashok biyani, DPH, [C-P-10/02/2010]","AHMEDNAGAR-H.NO. 2395, C.S.NO. FINAL PLOT NO. 1328,S.No. 3611,ADATE BAZAR",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,872,951.869869"
130,Alpha Agencies - 9975611340,"shaikh akil rafiallah, BSC, [C-P-30/01/2010]","Dist. Ahmednagar-C.t.s.no. 2173/A & 2973/B AAwam Halwai Galli,Parshakhunt",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,872,952.575714"
131,ANIRUDDHA AGENCY - 8275305949,"shri sachin aniruddha mirgane, BSC, [C-P-13/08/2012]","AHMEDNAGAR-GALA NO.BB & BA, MALMATTA NO. Z214085582,BASEMENT,C.SR.NO.3875/A/2, MADANCHANDRA ARCADE, NANGARE GALLI,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,872,952.877802"
132,ANJALI AGENCIES - 9850216268,"bharat hiralal sikchi, DPH, [29753-01/08/2015]","AHMEDNAGAR-shop no.6, t.p.scheme no.4, plot no. 2 &3, savedi rd,,f. plot no.200 & 206a, c.s.no,200+206a/2a, kohinoor plaza,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,872,953.20198"
133,Anmal Agencies. - 9890052152,"mahendra ashok anmal, BPH, [41266-23/01/2015]","Ahmendagar-Malmatta No. 3897/98,Behind Asha Talkies.",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,872,953.562296"
134,Arihant Agencies - 9850653001,"kiranlal hiralal bothara, DPH, [22172-15/01/1998]","Dist. Ahmednagar-3881, Gala no. 1,2 Prabhu Angan Apartment,,Juna Bajar Road Ahmednagar",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,872,953.938657"
135,ARIHANT AGENCIES - 9850653001,"pandit jaywant gaikwad, HSC, [C-P-21/05/2011]","AHMEDNAGAR-C. S. NO. 3886, MALMATTA NO. 3863,PRABHUANGAN BUILDING,JUNA BAZAR,.",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,872,954.299106"
136,Arjun Agencies - 9881317321,"shri anant ganesh waikar, BCO, [C-P-17/06/2011]","Ahmednagar-3799,,Kordewada, Barde Galli, Navi peth Corner,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,872,954.634246"
137,BAGWAN MEDICAL & GENERAL STORES - 9881827683,"mateen manzoor ahmed , DPH, [50965-04/07/2002]","Dist. Ahmednagar-Gala no.1, H. No. 1643-A Sabj Apartrment Kings Gate Rd.,Ahmednagar",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,872,955.267053"
138,BALDAWA AGENCIES - 9881437428,"sachin popatlal ghangedia, DPH, [32237-27/03/1998]","Dist Ahmednagar-C.s.no. 2507/1/2 -5338,Burudgalli, Ahmednagar,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,872,955.624342"
139,BASIL DIAGNOTEC - 9320040900,"bharat laxmikant nisargand, MSC, [C-P-14/10/2013]","AHMEDNAGAR-C. S. NO. 187/A/2, MALMATTA NO. Z148050162, PLOT NO. 8,,ANKUR MAHARASHTRA BANK HOUSING SOCIETY., SAVEDI RD.",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,872,956.008697"
140,BHAGIRATHI MEDICAL & GENERAL STORES - 9922664139,"deepali babulal gandhi, DPH, [58281-17/11/2007]","Dist. Ahmednagar-TPS-3 Plot no. 90 Sub Plot no. 1 Bhagirathi Hospital Campus,Near Hotel Chanakya ,Burudgaon Rd. Ahmednagar",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,872,956.374197"
141,BHAGIRATHI MEDICAL AND GENERAL STORES - 9421588842,"mitesh ramesh khivansara, DPH, [91326-01/01/2014]","AHMEDNAGAR-ZONE No.04, BHUKHAND No.47,MALMATTA No. Z421104621,PLOT No. 01 OF FINAL PLOT NO 90, BARUDGAON ROAD",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,872,956.735957"
142,BORA AGENCES - 9762379926,"anand ashoklal bora, SSC, [C-P-01/04/2016]","AHMEDNAGAR-3340, AJAY BUILDING,,Gr. Floor,1st flr,2nd Flr, Prop. No.Z215086191,C.S.No.2484,BURUDGALLI,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,872,957.105277"
143,CHHATRAPATI AGENCIES - 8888363242,"sagar anshabapu shinde, DPH, [104062-22/05/2013]","AHMEDNAGAR-CTS.NO.3947, GROUND AND FIRST FLOOR, NEAR BOMBAY BAKERY,JUNA BAZAR",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,872,957.499344"
144,CHIRAG MEDICAL AND GENERAL STORES - 9423792140,"girish ashok mutha, DPH, [80148-29/06/2016]","AHMEDNAGAR-SHOP NO. 02, (SOUTH SIDE), PR NO. Z26080460, S. NO. 2185B/1,,KARSETHAJI ROAD, RAMCHANDRA KHUNT",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,872,957.865413"
145,DEEPALI AGENCIES - 9226168070,"hemant subhashlal gugale, BCO,OTH, [C-P-01/07/2011]","Ahmednagar-C.S.NO.2576 A, 2581 Shop No. 13,,Shivdarshan Apartment, Burudgalli,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,872,958.237441"
146,DEV AGENCIES - 7276516720,"devendra madan dahale, DPH, [155980-16/05/2015]","dist.ahmednagar-c.s.no.3955/1,shop no.2,dhanvantari heights apt,,juna bazar,ahmednagard",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,872,958.529521"
147,DEVA AGENCIES - 9730094800,"sachin suresh kothule, DPH, [96404-30/06/2015]","AHMEDNAGAR-H.NO. 5788, CST. NO. 3868/A, GR. FLOOR, NANGRE GALLI,,MANIK CHAUK,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,872,958.913947"
148,DHANASHREE AGENCIES - 9881411777,"kiran subhash pande, DPH, [47067-03/02/2006]","AHMEDNAGAR-Ghar no. 5237 S.no. 3977,GALA NO. 3, Juna Bazar,Juna Bazar",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,872,959.274095"
149,Dipali Agencies (Godown) - 9226168070,"santosh sampatlal gugale, HSC, [C-P-01/07/2011]","Ahmednagar-8, Shivdarshan Apartment,,Burudgalli, Ahmednagar.",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,872,959.583702"
150,DR. VIKHE PATIL FOUNDATIONS DR. VIKHE PATIL MEMORIAL HOSPITAL & MEDICAL COLLAGE - 7507074073,"anandkumar vasudev pandey, OTH, [C-P-29/02/2012]","AHMEDNAGAR-OPP. GOVT. MILK DAIRY,,VADGAON GUPTA ROAD, M.I.D.C.",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,872,959.943066"
151,DURGA AGENCIES - 9923283681,"kavita bhausaheb tanpure, DPH, [140448-01/08/2015]","AHMEDNAGAR-SURVEY NO. 37/2+1B, PLOT NO.40, GALA TOWARDS SOUTH SIDE,OF THE HOUSE,DATTA NAGAR,POLICE COLONY,PIPE LINE ROAD,SAVEDI,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,872,960.341053"
152,DURWANKUR AGENCY - 9657555555, ,"AHMEDNAGAR-MILKAT NO.5/341 GALA NO 2/3,BARATOTI KARANJA, MALIWADA",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,872,960.655318"
153,GAGANGIRI MEDICAL AND GENERAL STORES - 9175631486,"sandhya subhash jumdhare, BPH, [136259-20/05/2016]","AHMEDNAGAR-SHOP NO. 01, (EAST SIDE), GR FL, PR. NO. Z152054577,,PL NO. 18, GAT NO. 38/1A2/1/1, VIDYA COLONY, PIPELINE ROAD,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,872,961.016838"
154,GAJANAN AGENCI - 9823077796,"pravinkumar prakashlal bora, DPH, [69814-30/04/2013]","PAVAN NAGAR, SAVEDI AHMEDNAGAR-BHUMAPAN NO. 30/1 A-2, PLOT NO. 6, GALA NO. 4 & 5,KRUPAL VIHAR APARTMENT, SHOP NO. 4,5, BHISTBAG ROAD,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,872,961.39411"
155,Ganga Agencies - 9273859760,"shri mahesh narayan anmal, [C-P-01/04/2016]","Ahmednagar-SHOP NO. 2 FR. SOUTH, H. NO. 3897, CS.NO. 5257A/1,PR. NO. Z213084514.,Behind Asha Talkies,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,872,961.728333"
156,GAURAV AGENCY - 9850290902,"santosh kankamal gugale, OTH, [C-P-13/01/2015]","AHMEDNAGAR-CTS NO. 4521-A, GROUND FLOOR, SHOP NO.7, KAWARE HIGHTS,VASANT TALKIES ROAD",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,872,962.09262"
157,GEETA AGENCIES - 9999999999,"rajesh kishanlal dhuppad, DPH, [C-P-01/01/2008]","AHMEDNAGAR-C. S. NO. 3881, B-1, B-2, B-3,PRABHU ANGAN APARTMENT, JUNA BAJAR",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,872,962.460473"
158,GUGALE AGENCIES - 7588117610,"vaibhav shrimal gugale, DPH, [79151-28/04/2015]","AHMEDNAGAR-CTS NO. 3955/1, SHOP NO.3,GROUND FLOOR,DHANWANTARI HIGHTS, JUNA BAZAR",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,872,962.838092"
159,GUNDECHA AGENCIES - 9822631515,"sanjeev nemichand gundecha, DPH, [C-P-01/01/2002]","AHMEDNAGAR-SHOP. NO.1, VARDHAMAN HEIGHTS, C. S. NO. 2489/A,,GROUND FLOOR, BURUDGALLI,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,872,963.2327"
160,Gundecha Agencies.(Godown 1) - 9822631515,"shri sanket sanjeev gundecha, [C-P-02/08/2008]","Ahmednagar-H.NO.5225, S.No.4060,,Ground Floor, Juna Bazar Road,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,872,963.532476"
161,Gundecha Agencies.(Godown 2) - 9822631515,"eknath dattatraya mokate, [C-P-01/01/2002]","Ahmednagar-H.NO.5225, S.No.4060,,First Floor, Juna Bazar Road,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,872,963.830684"
162,GURU AGENCIES - 9860773716,"jimmy daljitsingh batra, HSC, [C-P-08/08/2008]","AHMEDNAGAR-C.S.NO.50/2,PLOT NO.22/1/3, BHONSALE AKHADA,BURUDGAON ROAD,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,872,964.203072"
163,HIRA AGENCIES - 9422222394,"mahesh bhagwandas gujarathi, DPH, [24266-13/05/1993]","Ahmednagar-H.NO. 5201/2,Juna Bazar Ahmednagar",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,872,964.784903"
164,INTERNATIONAL AGRICULTURAL INDUSTRIES - 9999999999,"shri prakash vasudev gandhi, OTH, [C-P-24/05/1995]","AHMEDNAGAR-2771-2772,,GANJ BAZAR,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,872,965.168749"
165,JAGDAMB MEDICAL AND GENERAL STORES - 9168804748,"sachin sanjay palve, DPH, [69191-09/06/2016]","AHMEDNAGAR-SHOP NO. 3, FROM WEST SIDE, GR FL, PR NO. 191A,,AHMEDNAGAR PATHARDI ROAD, AT SONEWADI POST MEHEKARI,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,872,965.823764"
166,JAGDAMBA MEDICAL AND GENERAL STORES - 9881532239,"sandip bhaskar kothule, DPH, [58931-08/02/2002]","AHMEDNAGAR-MILKAT NO 132, AT KHADAKI,POST KHANDALA",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,872,966.488381"
167,JAI BHAGWAN MEDICAL & GENERAL STORES - 8308515983,"rakesh shivaji omase, DPH, [160445-05/03/2016]","AHMEDNAGAR-SHOP NO.5 (Fr. East),T.P. NO. 3,P.NO. 125, P. No. Z421105097,SUB P. NO. 7, ANANDRUSHIJI HOSPITAL, CHETNA APP.",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,872,966.800124"
168,JAIMANGAL AGENCIES - 9890100100,"vijay vyakappa ranga, BA, [C-P-18/02/1993]","AHMEDNAGAR-H.NO.890, S.NO. 698,,BAGADPATTI",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,872,967.208116"
169,Jaimangal Agencies. - 9890910010,"shri vijay vyankappa ranga, SSC, [C-P-14/01/2003]","Ahmednagar-H.NO.3508, S.No.3824,Shop No. 2 & 4, Ground Floor, Pardeshi Lane,",MH,AHMEDNAGAR AHM,Ahmednagar AHM,{},"1,487,872,967.500061"
